instant,dteday,season_x,yr_x,mnth_x,hr,holiday_x,weekday_x,workingday_x,weathersit_x,temp_x,atemp_x,hum_x,windspeed_x,casual,registered,cnt,season_y,yr_y,mnth_y,holiday_y,weekday_y,workingday_y,weathersit_y,temp_y,atemp_y,hum_y,windspeed_y
16438,2012-11-22,4,1,11,15,1,4,0,1,0.48,0.4697,0.29,0.0,132,96,228,4,1,11,1,4,0,1,0.34,0.350371,0.580417,0.0528708
16439,2012-11-22,4,1,11,16,1,4,0,1,0.46,0.4545,0.33,0.0,101,81,182,4,1,11,1,4,0,1,0.34,0.350371,0.580417,0.0528708
16440,2012-11-22,4,1,11,17,1,4,0,1,0.44,0.4394,0.35,0.0,66,43,109,4,1,11,1,4,0,1,0.34,0.350371,0.580417,0.0528708
16441,2012-11-22,4,1,11,18,1,4,0,1,0.4,0.4091,0.43,0.0,16,54,70,4,1,11,1,4,0,1,0.34,0.350371,0.580417,0.0528708
16442,2012-11-22,4,1,11,19,1,4,0,1,0.36,0.3788,0.76,0.0,13,31,44,4,1,11,1,4,0,1,0.34,0.350371,0.580417,0.0528708
16443,2012-11-22,4,1,11,20,1,4,0,1,0.34,0.3636,0.71,0.0,15,37,52,4,1,11,1,4,0,1,0.34,0.350371,0.580417,0.0528708
16444,2012-11-22,4,1,11,21,1,4,0,1,0.34,0.3485,0.61,0.0896,7,39,46,4,1,11,1,4,0,1,0.34,0.350371,0.580417,0.0528708
16445,2012-11-22,4,1,11,22,1,4,0,1,0.32,0.3485,0.61,0.0,8,36,44,4,1,11,1,4,0,1,0.34,0.350371,0.580417,0.0528708
16446,2012-11-22,4,1,11,23,1,4,0,1,0.3,0.3333,0.7,0.0,8,28,36,4,1,11,1,4,0,1,0.34,0.350371,0.580417,0.0528708
16447,2012-11-23,4,1,11,0,0,5,1,1,0.28,0.3182,0.65,0.0,0,32,32,4,1,11,0,5,1,1,0.368333,0.378779,0.56875,0.148021
16448,2012-11-23,4,1,11,1,0,5,1,1,0.28,0.303,0.81,0.0896,2,11,13,4,1,11,0,5,1,1,0.368333,0.378779,0.56875,0.148021
16449,2012-11-23,4,1,11,2,0,5,1,1,0.26,0.2879,0.75,0.0896,1,4,5,4,1,11,0,5,1,1,0.368333,0.378779,0.56875,0.148021
16450,2012-11-23,4,1,11,3,0,5,1,1,0.26,0.303,0.7,0.0,1,0,1,4,1,11,0,5,1,1,0.368333,0.378779,0.56875,0.148021
16451,2012-11-23,4,1,11,4,0,5,1,1,0.24,0.2576,0.75,0.1045,1,3,4,4,1,11,0,5,1,1,0.368333,0.378779,0.56875,0.148021
16452,2012-11-23,4,1,11,5,0,5,1,1,0.24,0.2879,0.81,0.0,0,10,10,4,1,11,0,5,1,1,0.368333,0.378779,0.56875,0.148021
16453,2012-11-23,4,1,11,6,0,5,1,1,0.24,0.2879,0.81,0.0,0,20,20,4,1,11,0,5,1,1,0.368333,0.378779,0.56875,0.148021
16454,2012-11-23,4,1,11,7,0,5,1,1,0.24,0.2879,0.81,0.0,5,72,77,4,1,11,0,5,1,1,0.368333,0.378779,0.56875,0.148021
16455,2012-11-23,4,1,11,8,0,5,1,1,0.24,0.2576,0.87,0.0896,11,83,94,4,1,11,0,5,1,1,0.368333,0.378779,0.56875,0.148021
16456,2012-11-23,4,1,11,9,0,5,1,1,0.28,0.2879,0.75,0.1045,32,80,112,4,1,11,0,5,1,1,0.368333,0.378779,0.56875,0.148021
16457,2012-11-23,4,1,11,10,0,5,1,1,0.34,0.3333,0.61,0.1642,87,114,201,4,1,11,0,5,1,1,0.368333,0.378779,0.56875,0.148021
16458,2012-11-23,4,1,11,11,0,5,1,1,0.4,0.4091,0.5,0.194,121,130,251,4,1,11,0,5,1,1,0.368333,0.378779,0.56875,0.148021
16459,2012-11-23,4,1,11,12,0,5,1,1,0.44,0.4394,0.38,0.2537,186,193,379,4,1,11,0,5,1,1,0.368333,0.378779,0.56875,0.148021
16460,2012-11-23,4,1,11,13,0,5,1,1,0.46,0.4545,0.38,0.2836,224,200,424,4,1,11,0,5,1,1,0.368333,0.378779,0.56875,0.148021
16461,2012-11-23,4,1,11,14,0,5,1,1,0.5,0.4848,0.36,0.2537,240,195,435,4,1,11,0,5,1,1,0.368333,0.378779,0.56875,0.148021
16462,2012-11-23,4,1,11,15,0,5,1,1,0.48,0.4697,0.41,0.2537,233,214,447,4,1,11,0,5,1,1,0.368333,0.378779,0.56875,0.148021
16463,2012-11-23,4,1,11,16,0,5,1,2,0.48,0.4697,0.41,0.1045,158,199,357,4,1,11,0,5,1,1,0.368333,0.378779,0.56875,0.148021
16464,2012-11-23,4,1,11,17,0,5,1,2,0.48,0.4697,0.39,0.0896,117,183,300,4,1,11,0,5,1,1,0.368333,0.378779,0.56875,0.148021
16465,2012-11-23,4,1,11,18,0,5,1,2,0.46,0.4545,0.44,0.0,50,158,208,4,1,11,0,5,1,1,0.368333,0.378779,0.56875,0.148021
16466,2012-11-23,4,1,11,19,0,5,1,2,0.46,0.4545,0.47,0.1642,33,121,154,4,1,11,0,5,1,1,0.368333,0.378779,0.56875,0.148021
16467,2012-11-23,4,1,11,20,0,5,1,1,0.46,0.4545,0.41,0.0896,42,100,142,4,1,11,0,5,1,1,0.368333,0.378779,0.56875,0.148021
16468,2012-11-23,4,1,11,21,0,5,1,1,0.46,0.4545,0.47,0.2537,23,75,98,4,1,11,0,5,1,1,0.368333,0.378779,0.56875,0.148021
16469,2012-11-23,4,1,11,22,0,5,1,1,0.44,0.4394,0.33,0.5224,16,63,79,4,1,11,0,5,1,1,0.368333,0.378779,0.56875,0.148021
16470,2012-11-23,4,1,11,23,0,5,1,1,0.42,0.4242,0.38,0.4478,20,47,67,4,1,11,0,5,1,1,0.368333,0.378779,0.56875,0.148021
16471,2012-11-24,4,1,11,0,0,6,0,1,0.4,0.4091,0.37,0.4179,9,33,42,4,1,11,0,6,0,1,0.278333,0.248742,0.404583,0.376871
16472,2012-11-24,4,1,11,1,0,6,0,1,0.34,0.2879,0.42,0.4925,1,19,20,4,1,11,0,6,0,1,0.278333,0.248742,0.404583,0.376871
16473,2012-11-24,4,1,11,2,0,6,0,1,0.32,0.2727,0.39,0.6119,10,22,32,4,1,11,0,6,0,1,0.278333,0.248742,0.404583,0.376871
16474,2012-11-24,4,1,11,3,0,6,0,1,0.28,0.2576,0.41,0.3582,6,5,11,4,1,11,0,6,0,1,0.278333,0.248742,0.404583,0.376871
16475,2012-11-24,4,1,11,4,0,6,0,1,0.26,0.2121,0.41,0.4478,1,2,3,4,1,11,0,6,0,1,0.278333,0.248742,0.404583,0.376871
16476,2012-11-24,4,1,11,5,0,6,0,1,0.26,0.2273,0.41,0.3284,1,2,3,4,1,11,0,6,0,1,0.278333,0.248742,0.404583,0.376871
16477,2012-11-24,4,1,11,6,0,6,0,1,0.24,0.2121,0.44,0.2836,1,9,10,4,1,11,0,6,0,1,0.278333,0.248742,0.404583,0.376871
16478,2012-11-24,4,1,11,7,0,6,0,2,0.26,0.2273,0.41,0.3284,4,21,25,4,1,11,0,6,0,1,0.278333,0.248742,0.404583,0.376871
16479,2012-11-24,4,1,11,8,0,6,0,2,0.26,0.2121,0.44,0.4627,7,55,62,4,1,11,0,6,0,1,0.278333,0.248742,0.404583,0.376871
16480,2012-11-24,4,1,11,9,0,6,0,2,0.26,0.2121,0.41,0.4478,26,96,122,4,1,11,0,6,0,1,0.278333,0.248742,0.404583,0.376871
16481,2012-11-24,4,1,11,10,0,6,0,2,0.26,0.2273,0.44,0.2985,46,96,142,4,1,11,0,6,0,1,0.278333,0.248742,0.404583,0.376871
16482,2012-11-24,4,1,11,11,0,6,0,2,0.28,0.2576,0.41,0.2985,55,131,186,4,1,11,0,6,0,1,0.278333,0.248742,0.404583,0.376871
16483,2012-11-24,4,1,11,12,0,6,0,2,0.3,0.2576,0.36,0.6119,53,146,199,4,1,11,0,6,0,1,0.278333,0.248742,0.404583,0.376871
16484,2012-11-24,4,1,11,13,0,6,0,1,0.32,0.303,0.36,0.3284,64,161,225,4,1,11,0,6,0,1,0.278333,0.248742,0.404583,0.376871
16485,2012-11-24,4,1,11,14,0,6,0,1,0.32,0.2879,0.33,0.4627,58,149,207,4,1,11,0,6,0,1,0.278333,0.248742,0.404583,0.376871
16486,2012-11-24,4,1,11,15,0,6,0,1,0.3,0.2727,0.36,0.4627,59,139,198,4,1,11,0,6,0,1,0.278333,0.248742,0.404583,0.376871
16487,2012-11-24,4,1,11,16,0,6,0,1,0.28,0.2424,0.38,0.4478,43,127,170,4,1,11,0,6,0,1,0.278333,0.248742,0.404583,0.376871
16488,2012-11-24,4,1,11,17,0,6,0,1,0.26,0.2273,0.41,0.3881,29,97,126,4,1,11,0,6,0,1,0.278333,0.248742,0.404583,0.376871
16489,2012-11-24,4,1,11,18,0,6,0,1,0.26,0.2273,0.38,0.3881,22,123,145,4,1,11,0,6,0,1,0.278333,0.248742,0.404583,0.376871
16490,2012-11-24,4,1,11,19,0,6,0,1,0.26,0.2424,0.41,0.2537,9,74,83,4,1,11,0,6,0,1,0.278333,0.248742,0.404583,0.376871
16491,2012-11-24,4,1,11,20,0,6,0,1,0.24,0.2121,0.44,0.2836,3,55,58,4,1,11,0,6,0,1,0.278333,0.248742,0.404583,0.376871
16492,2012-11-24,4,1,11,21,0,6,0,1,0.24,0.2273,0.44,0.194,9,66,75,4,1,11,0,6,0,1,0.278333,0.248742,0.404583,0.376871
16493,2012-11-24,4,1,11,22,0,6,0,1,0.24,0.2273,0.44,0.2537,7,69,76,4,1,11,0,6,0,1,0.278333,0.248742,0.404583,0.376871
16494,2012-11-24,4,1,11,23,0,6,0,1,0.24,0.2273,0.44,0.194,9,48,57,4,1,11,0,6,0,1,0.278333,0.248742,0.404583,0.376871
16495,2012-11-25,4,1,11,0,0,0,0,1,0.22,0.2121,0.47,0.2537,3,31,34,4,1,11,0,0,0,1,0.245833,0.257583,0.468333,0.1505
16496,2012-11-25,4,1,11,1,0,0,0,1,0.22,0.2273,0.44,0.194,4,32,36,4,1,11,0,0,0,1,0.245833,0.257583,0.468333,0.1505
16497,2012-11-25,4,1,11,2,0,0,0,1,0.22,0.197,0.44,0.3582,1,27,28,4,1,11,0,0,0,1,0.245833,0.257583,0.468333,0.1505
16498,2012-11-25,4,1,11,3,0,0,0,1,0.22,0.2727,0.44,0.0,0,8,8,4,1,11,0,0,0,1,0.245833,0.257583,0.468333,0.1505
16499,2012-11-25,4,1,11,4,0,0,0,1,0.22,0.2727,0.44,0.0,1,1,2,4,1,11,0,0,0,1,0.245833,0.257583,0.468333,0.1505
16500,2012-11-25,4,1,11,5,0,0,0,2,0.22,0.2273,0.47,0.1642,0,3,3,4,1,11,0,0,0,1,0.245833,0.257583,0.468333,0.1505
16501,2012-11-25,4,1,11,6,0,0,0,2,0.22,0.2424,0.47,0.1045,1,10,11,4,1,11,0,0,0,1,0.245833,0.257583,0.468333,0.1505
16502,2012-11-25,4,1,11,7,0,0,0,2,0.22,0.2424,0.51,0.1045,2,19,21,4,1,11,0,0,0,1,0.245833,0.257583,0.468333,0.1505
16503,2012-11-25,4,1,11,8,0,0,0,2,0.22,0.2273,0.51,0.194,2,32,34,4,1,11,0,0,0,1,0.245833,0.257583,0.468333,0.1505
16504,2012-11-25,4,1,11,9,0,0,0,2,0.24,0.2273,0.48,0.2239,13,83,96,4,1,11,0,0,0,1,0.245833,0.257583,0.468333,0.1505
16505,2012-11-25,4,1,11,10,0,0,0,1,0.24,0.2273,0.48,0.2537,15,124,139,4,1,11,0,0,0,1,0.245833,0.257583,0.468333,0.1505
16506,2012-11-25,4,1,11,11,0,0,0,2,0.26,0.2576,0.41,0.2239,49,155,204,4,1,11,0,0,0,1,0.245833,0.257583,0.468333,0.1505
16507,2012-11-25,4,1,11,12,0,0,0,2,0.26,0.2576,0.41,0.2239,37,165,202,4,1,11,0,0,0,1,0.245833,0.257583,0.468333,0.1505
16508,2012-11-25,4,1,11,13,0,0,0,2,0.26,0.2576,0.41,0.1642,37,158,195,4,1,11,0,0,0,1,0.245833,0.257583,0.468333,0.1505
16509,2012-11-25,4,1,11,14,0,0,0,2,0.3,0.2879,0.42,0.2537,33,170,203,4,1,11,0,0,0,1,0.245833,0.257583,0.468333,0.1505
16510,2012-11-25,4,1,11,15,0,0,0,1,0.3,0.2879,0.42,0.2537,36,209,245,4,1,11,0,0,0,1,0.245833,0.257583,0.468333,0.1505
16511,2012-11-25,4,1,11,16,0,0,0,1,0.3,0.2879,0.39,0.2239,25,203,228,4,1,11,0,0,0,1,0.245833,0.257583,0.468333,0.1505
16512,2012-11-25,4,1,11,17,0,0,0,1,0.28,0.2727,0.41,0.1642,11,170,181,4,1,11,0,0,0,1,0.245833,0.257583,0.468333,0.1505
16513,2012-11-25,4,1,11,18,0,0,0,1,0.26,0.2576,0.44,0.1642,9,132,141,4,1,11,0,0,0,1,0.245833,0.257583,0.468333,0.1505
16514,2012-11-25,4,1,11,19,0,0,0,1,0.26,0.303,0.41,0.0,13,114,127,4,1,11,0,0,0,1,0.245833,0.257583,0.468333,0.1505
16515,2012-11-25,4,1,11,20,0,0,0,1,0.24,0.2879,0.6,0.0,9,110,119,4,1,11,0,0,0,1,0.245833,0.257583,0.468333,0.1505
16516,2012-11-25,4,1,11,21,0,0,0,1,0.26,0.303,0.48,0.0,4,60,64,4,1,11,0,0,0,1,0.245833,0.257583,0.468333,0.1505
16517,2012-11-25,4,1,11,22,0,0,0,1,0.24,0.2879,0.6,0.0,3,59,62,4,1,11,0,0,0,1,0.245833,0.257583,0.468333,0.1505
16518,2012-11-25,4,1,11,23,0,0,0,1,0.22,0.2576,0.69,0.0896,1,40,41,4,1,11,0,0,0,1,0.245833,0.257583,0.468333,0.1505
16519,2012-11-26,4,1,11,0,0,1,1,1,0.22,0.2727,0.69,0.0,4,19,23,4,1,11,0,1,1,1,0.313333,0.339004,0.535417,0.04665
16520,2012-11-26,4,1,11,1,0,1,1,1,0.2,0.2576,0.69,0.0,1,9,10,4,1,11,0,1,1,1,0.313333,0.339004,0.535417,0.04665
16521,2012-11-26,4,1,11,2,0,1,1,1,0.2,0.2576,0.69,0.0,0,5,5,4,1,11,0,1,1,1,0.313333,0.339004,0.535417,0.04665
16522,2012-11-26,4,1,11,3,0,1,1,1,0.2,0.2576,0.69,0.0,1,4,5,4,1,11,0,1,1,1,0.313333,0.339004,0.535417,0.04665
16523,2012-11-26,4,1,11,4,0,1,1,1,0.22,0.2727,0.69,0.0,0,10,10,4,1,11,0,1,1,1,0.313333,0.339004,0.535417,0.04665
16524,2012-11-26,4,1,11,5,0,1,1,1,0.22,0.2273,0.69,0.1642,0,41,41,4,1,11,0,1,1,1,0.313333,0.339004,0.535417,0.04665
16525,2012-11-26,4,1,11,6,0,1,1,1,0.22,0.2727,0.69,0.0,1,123,124,4,1,11,0,1,1,1,0.313333,0.339004,0.535417,0.04665
16526,2012-11-26,4,1,11,7,0,1,1,1,0.24,0.2879,0.65,0.0,2,363,365,4,1,11,0,1,1,1,0.313333,0.339004,0.535417,0.04665
16527,2012-11-26,4,1,11,8,0,1,1,1,0.24,0.2879,0.65,0.0,9,629,638,4,1,11,0,1,1,1,0.313333,0.339004,0.535417,0.04665
16528,2012-11-26,4,1,11,9,0,1,1,1,0.28,0.303,0.56,0.0896,10,276,286,4,1,11,0,1,1,1,0.313333,0.339004,0.535417,0.04665
16529,2012-11-26,4,1,11,10,0,1,1,1,0.32,0.3485,0.49,0.0,20,127,147,4,1,11,0,1,1,1,0.313333,0.339004,0.535417,0.04665
16530,2012-11-26,4,1,11,11,0,1,1,1,0.4,0.4091,0.37,0.2985,18,112,130,4,1,11,0,1,1,1,0.313333,0.339004,0.535417,0.04665
16531,2012-11-26,4,1,11,12,0,1,1,1,0.42,0.4242,0.35,0.1045,22,188,210,4,1,11,0,1,1,1,0.313333,0.339004,0.535417,0.04665
16532,2012-11-26,4,1,11,13,0,1,1,1,0.42,0.4242,0.35,0.1045,20,197,217,4,1,11,0,1,1,1,0.313333,0.339004,0.535417,0.04665
16533,2012-11-26,4,1,11,14,0,1,1,1,0.42,0.4242,0.35,0.0,51,177,228,4,1,11,0,1,1,1,0.313333,0.339004,0.535417,0.04665
16534,2012-11-26,4,1,11,15,0,1,1,1,0.42,0.4242,0.35,0.0896,49,181,230,4,1,11,0,1,1,1,0.313333,0.339004,0.535417,0.04665
16535,2012-11-26,4,1,11,16,0,1,1,1,0.44,0.4394,0.3,0.0,49,297,346,4,1,11,0,1,1,1,0.313333,0.339004,0.535417,0.04665
16536,2012-11-26,4,1,11,17,0,1,1,1,0.42,0.4242,0.32,0.0,13,540,553,4,1,11,0,1,1,1,0.313333,0.339004,0.535417,0.04665
16537,2012-11-26,4,1,11,18,0,1,1,1,0.36,0.3485,0.5,0.1642,19,502,521,4,1,11,0,1,1,1,0.313333,0.339004,0.535417,0.04665
16538,2012-11-26,4,1,11,19,0,1,1,1,0.34,0.3636,0.53,0.0,16,355,371,4,1,11,0,1,1,1,0.313333,0.339004,0.535417,0.04665
16539,2012-11-26,4,1,11,20,0,1,1,1,0.34,0.3636,0.49,0.0,12,265,277,4,1,11,0,1,1,1,0.313333,0.339004,0.535417,0.04665
16540,2012-11-26,4,1,11,21,0,1,1,1,0.34,0.3636,0.49,0.0,9,172,181,4,1,11,0,1,1,1,0.313333,0.339004,0.535417,0.04665
16541,2012-11-26,4,1,11,22,0,1,1,1,0.32,0.3485,0.61,0.0,3,101,104,4,1,11,0,1,1,1,0.313333,0.339004,0.535417,0.04665
16542,2012-11-26,4,1,11,23,0,1,1,2,0.32,0.3333,0.66,0.1045,8,57,65,4,1,11,0,1,1,1,0.313333,0.339004,0.535417,0.04665
16543,2012-11-27,4,1,11,0,0,2,1,2,0.32,0.3333,0.66,0.0896,2,24,26,4,1,11,0,2,1,2,0.291667,0.281558,0.786667,0.237562
16544,2012-11-27,4,1,11,1,0,2,1,2,0.32,0.3333,0.7,0.1343,0,6,6,4,1,11,0,2,1,2,0.291667,0.281558,0.786667,0.237562
16545,2012-11-27,4,1,11,2,0,2,1,2,0.32,0.3182,0.7,0.1642,0,5,5,4,1,11,0,2,1,2,0.291667,0.281558,0.786667,0.237562
16546,2012-11-27,4,1,11,3,0,2,1,3,0.32,0.3333,0.7,0.1343,1,3,4,4,1,11,0,2,1,2,0.291667,0.281558,0.786667,0.237562
16547,2012-11-27,4,1,11,4,0,2,1,3,0.3,0.2879,0.81,0.194,0,5,5,4,1,11,0,2,1,2,0.291667,0.281558,0.786667,0.237562
16548,2012-11-27,4,1,11,5,0,2,1,2,0.3,0.2879,0.81,0.2239,0,31,31,4,1,11,0,2,1,2,0.291667,0.281558,0.786667,0.237562
16549,2012-11-27,4,1,11,6,0,2,1,2,0.3,0.303,0.81,0.1642,3,97,100,4,1,11,0,2,1,2,0.291667,0.281558,0.786667,0.237562
16550,2012-11-27,4,1,11,7,0,2,1,3,0.3,0.303,0.81,0.1343,4,289,293,4,1,11,0,2,1,2,0.291667,0.281558,0.786667,0.237562
16551,2012-11-27,4,1,11,8,0,2,1,3,0.32,0.3182,0.81,0.1642,6,494,500,4,1,11,0,2,1,2,0.291667,0.281558,0.786667,0.237562
16552,2012-11-27,4,1,11,9,0,2,1,2,0.32,0.3333,0.81,0.1343,11,257,268,4,1,11,0,2,1,2,0.291667,0.281558,0.786667,0.237562
16553,2012-11-27,4,1,11,10,0,2,1,3,0.32,0.3182,0.81,0.194,5,52,57,4,1,11,0,2,1,2,0.291667,0.281558,0.786667,0.237562
16554,2012-11-27,4,1,11,11,0,2,1,3,0.3,0.2727,0.87,0.2985,6,59,65,4,1,11,0,2,1,2,0.291667,0.281558,0.786667,0.237562
16555,2012-11-27,4,1,11,12,0,2,1,3,0.28,0.2576,0.87,0.3881,6,70,76,4,1,11,0,2,1,2,0.291667,0.281558,0.786667,0.237562
16556,2012-11-27,4,1,11,13,0,2,1,3,0.28,0.2727,0.87,0.2537,4,73,77,4,1,11,0,2,1,2,0.291667,0.281558,0.786667,0.237562
16557,2012-11-27,4,1,11,14,0,2,1,3,0.28,0.2576,0.87,0.3582,8,86,94,4,1,11,0,2,1,2,0.291667,0.281558,0.786667,0.237562
16558,2012-11-27,4,1,11,15,0,2,1,2,0.3,0.2727,0.75,0.2985,9,146,155,4,1,11,0,2,1,2,0.291667,0.281558,0.786667,0.237562
16559,2012-11-27,4,1,11,16,0,2,1,2,0.3,0.2727,0.75,0.2985,5,252,257,4,1,11,0,2,1,2,0.291667,0.281558,0.786667,0.237562
16560,2012-11-27,4,1,11,17,0,2,1,2,0.3,0.2727,0.75,0.3881,13,514,527,4,1,11,0,2,1,2,0.291667,0.281558,0.786667,0.237562
16561,2012-11-27,4,1,11,18,0,2,1,1,0.26,0.2273,0.81,0.3582,13,469,482,4,1,11,0,2,1,2,0.291667,0.281558,0.786667,0.237562
16562,2012-11-27,4,1,11,19,0,2,1,1,0.26,0.2576,0.73,0.2985,12,338,350,4,1,11,0,2,1,2,0.291667,0.281558,0.786667,0.237562
16563,2012-11-27,4,1,11,20,0,2,1,1,0.26,0.2273,0.75,0.3284,4,228,232,4,1,11,0,2,1,2,0.291667,0.281558,0.786667,0.237562
16564,2012-11-27,4,1,11,21,0,2,1,1,0.24,0.2121,0.81,0.2836,6,179,185,4,1,11,0,2,1,2,0.291667,0.281558,0.786667,0.237562
16565,2012-11-27,4,1,11,22,0,2,1,1,0.24,0.2424,0.81,0.1642,2,95,97,4,1,11,0,2,1,2,0.291667,0.281558,0.786667,0.237562
16566,2012-11-27,4,1,11,23,0,2,1,2,0.26,0.2424,0.81,0.2537,3,64,67,4,1,11,0,2,1,2,0.291667,0.281558,0.786667,0.237562
16567,2012-11-28,4,1,11,0,0,3,1,2,0.26,0.2424,0.75,0.2537,1,22,23,4,1,11,0,3,1,1,0.296667,0.289762,0.50625,0.210821
16568,2012-11-28,4,1,11,1,0,3,1,2,0.26,0.2576,0.75,0.2239,0,12,12,4,1,11,0,3,1,1,0.296667,0.289762,0.50625,0.210821
16569,2012-11-28,4,1,11,2,0,3,1,2,0.26,0.2576,0.75,0.2239,0,1,1,4,1,11,0,3,1,1,0.296667,0.289762,0.50625,0.210821
16570,2012-11-28,4,1,11,3,0,3,1,2,0.26,0.2576,0.7,0.2239,0,3,3,4,1,11,0,3,1,1,0.296667,0.289762,0.50625,0.210821
16571,2012-11-28,4,1,11,4,0,3,1,2,0.26,0.2576,0.7,0.194,0,4,4,4,1,11,0,3,1,1,0.296667,0.289762,0.50625,0.210821
16572,2012-11-28,4,1,11,5,0,3,1,2,0.26,0.2727,0.7,0.1343,0,39,39,4,1,11,0,3,1,1,0.296667,0.289762,0.50625,0.210821
16573,2012-11-28,4,1,11,6,0,3,1,2,0.26,0.2576,0.65,0.2239,4,132,136,4,1,11,0,3,1,1,0.296667,0.289762,0.50625,0.210821
16574,2012-11-28,4,1,11,7,0,3,1,2,0.26,0.2576,0.56,0.194,6,403,409,4,1,11,0,3,1,1,0.296667,0.289762,0.50625,0.210821
16575,2012-11-28,4,1,11,8,0,3,1,1,0.24,0.2121,0.6,0.2836,9,683,692,4,1,11,0,3,1,1,0.296667,0.289762,0.50625,0.210821
16576,2012-11-28,4,1,11,9,0,3,1,1,0.28,0.2727,0.52,0.194,13,309,322,4,1,11,0,3,1,1,0.296667,0.289762,0.50625,0.210821
16577,2012-11-28,4,1,11,10,0,3,1,1,0.3,0.3182,0.49,0.1045,17,144,161,4,1,11,0,3,1,1,0.296667,0.289762,0.50625,0.210821
16578,2012-11-28,4,1,11,11,0,3,1,1,0.32,0.3182,0.45,0.1642,19,127,146,4,1,11,0,3,1,1,0.296667,0.289762,0.50625,0.210821
16579,2012-11-28,4,1,11,12,0,3,1,1,0.34,0.303,0.42,0.3881,19,189,208,4,1,11,0,3,1,1,0.296667,0.289762,0.50625,0.210821
16580,2012-11-28,4,1,11,13,0,3,1,1,0.34,0.3333,0.42,0.194,21,193,214,4,1,11,0,3,1,1,0.296667,0.289762,0.50625,0.210821
16581,2012-11-28,4,1,11,14,0,3,1,1,0.36,0.3333,0.4,0.2985,15,161,176,4,1,11,0,3,1,1,0.296667,0.289762,0.50625,0.210821
16582,2012-11-28,4,1,11,15,0,3,1,1,0.36,0.3333,0.32,0.3284,7,172,179,4,1,11,0,3,1,1,0.296667,0.289762,0.50625,0.210821
16583,2012-11-28,4,1,11,16,0,3,1,1,0.36,0.3333,0.29,0.2537,9,316,325,4,1,11,0,3,1,1,0.296667,0.289762,0.50625,0.210821
16584,2012-11-28,4,1,11,17,0,3,1,1,0.34,0.3333,0.31,0.1343,17,546,563,4,1,11,0,3,1,1,0.296667,0.289762,0.50625,0.210821
16585,2012-11-28,4,1,11,18,0,3,1,1,0.32,0.303,0.33,0.2836,12,530,542,4,1,11,0,3,1,1,0.296667,0.289762,0.50625,0.210821
16586,2012-11-28,4,1,11,19,0,3,1,1,0.32,0.3182,0.36,0.1642,9,378,387,4,1,11,0,3,1,1,0.296667,0.289762,0.50625,0.210821
16587,2012-11-28,4,1,11,20,0,3,1,1,0.32,0.3333,0.36,0.1343,5,258,263,4,1,11,0,3,1,1,0.296667,0.289762,0.50625,0.210821
16588,2012-11-28,4,1,11,21,0,3,1,1,0.3,0.303,0.39,0.1642,4,219,223,4,1,11,0,3,1,1,0.296667,0.289762,0.50625,0.210821
16589,2012-11-28,4,1,11,22,0,3,1,1,0.28,0.2727,0.45,0.1642,6,148,154,4,1,11,0,3,1,1,0.296667,0.289762,0.50625,0.210821
16590,2012-11-28,4,1,11,23,0,3,1,1,0.26,0.2727,0.48,0.1343,5,73,78,4,1,11,0,3,1,1,0.296667,0.289762,0.50625,0.210821
16591,2012-11-29,4,1,11,0,0,4,1,1,0.24,0.2576,0.56,0.0896,4,25,29,4,1,11,0,4,1,1,0.28087,0.298422,0.555652,0.115522
16592,2012-11-29,4,1,11,1,0,4,1,1,0.22,0.2576,0.64,0.0896,1,15,16,4,1,11,0,4,1,1,0.28087,0.298422,0.555652,0.115522
16593,2012-11-29,4,1,11,2,0,4,1,1,0.22,0.2727,0.64,0.0,1,6,7,4,1,11,0,4,1,1,0.28087,0.298422,0.555652,0.115522
16594,2012-11-29,4,1,11,4,0,4,1,1,0.2,0.2273,0.75,0.0896,0,7,7,4,1,11,0,4,1,1,0.28087,0.298422,0.555652,0.115522
16595,2012-11-29,4,1,11,5,0,4,1,1,0.2,0.2576,0.69,0.0,0,42,42,4,1,11,0,4,1,1,0.28087,0.298422,0.555652,0.115522
16596,2012-11-29,4,1,11,6,0,4,1,1,0.22,0.2727,0.69,0.0,1,120,121,4,1,11,0,4,1,1,0.28087,0.298422,0.555652,0.115522
16597,2012-11-29,4,1,11,7,0,4,1,1,0.2,0.2576,0.64,0.0,8,354,362,4,1,11,0,4,1,1,0.28087,0.298422,0.555652,0.115522
16598,2012-11-29,4,1,11,8,0,4,1,1,0.2,0.2273,0.69,0.1045,15,664,679,4,1,11,0,4,1,1,0.28087,0.298422,0.555652,0.115522
16599,2012-11-29,4,1,11,9,0,4,1,1,0.24,0.2879,0.6,0.0,13,286,299,4,1,11,0,4,1,1,0.28087,0.298422,0.555652,0.115522
16600,2012-11-29,4,1,11,10,0,4,1,1,0.28,0.303,0.65,0.0896,25,153,178,4,1,11,0,4,1,1,0.28087,0.298422,0.555652,0.115522
16601,2012-11-29,4,1,11,11,0,4,1,1,0.36,0.3485,0.37,0.2239,13,150,163,4,1,11,0,4,1,1,0.28087,0.298422,0.555652,0.115522
16602,2012-11-29,4,1,11,12,0,4,1,1,0.36,0.3485,0.4,0.1642,11,225,236,4,1,11,0,4,1,1,0.28087,0.298422,0.555652,0.115522
